GenProtEC: MultiFun assignments for E. coli modules
August 28th, 2007

Bnum	MultiFun class
b3993	1.5.3.8
b3994	1.5.3.8
b3995	2.2.2
b3995	3.1.2.1
b3995	3.3.3
b3995	7.1
b3996	1.7.45
b3997	1.5.3.12
b3998	1.2.2
b3998	2.1.5
b4000	2.1.1
b4000	2.3.7
b4000	3.1.3.1
b4000	7.1
b4002	5.5
b4002	7.2
b4003	2.3.3
b4003	3.1.2.4.3
b4003	3.1.3.2
b4003	5.5
b4003	6.1
b4003	7.3
b4004_1	2.2.2
b4004_1	3.1.2.1
b4004_1	3.1.2.2
b4004_1	3.1.2.4.3
b4004_1	3.3.2
b4004_1	5.5
b4004_1	7.1
b4004_2	2.2.2
b4004_2	3.1.2.1
b4004_2	3.1.2.2
b4004_2	3.1.2.4.3
b4004_2	3.3.2
b4004_2	5.5
b4004_2	7.1
b4005	1.5.2.1
b4005	7.1
b4006_1	1.5.2.1
b4006_1	7.1
b4006_2	1.5.2.1
b4006_2	7.1
b4007	2.2.6
b4007	2.3.2
b4007	6.6
b4007	7.1
b4008	2.2.5
b4008	7.1
b4009	2.2.6
b4009	2.3.2
b4009	6.6
b4009	7.1
b4010	2.2.6
b4010	2.3.2
b4010	6.6
b4010	7.1
b4013	1.5.1.9
b4013	7.1
b4014	1.7.2
b4014	7.1
b4015	1.7.2
b4015	7.1
b4016	1.7.2
b4016	2.3.3
b4016	3.1.3.2
b4017	1.5.4
b4017	3.1.4
b4017	7.1
b4018	1.7.2
b4018	2.2.2
b4018	3.1.2.3
b4018	3.3.1
b4018	7.1
b4019	1.5.1.9
b4019	1.5.3.13
b4019	1.7.17
b4019	1.7.20
b4020	4.2.A.58
b4021	1.2.3
b4022	2.2.3
b4024	1.5.1.21
b4024	1.5.1.7
b4024	7.1
b4025	1.3.1
b4025	1.7.8
b4025	7.1
b4027	6.1
b4030	6.1
b4031	1.1.1
b4031	4.2.A.1
b4031	4.S.190
b4031	6.1
b4031	7.3
b4032	1.1.1
b4032	4.3.A.1.m
b4032	4.S.113
b4032	6.1
b4032	7.3
b4033	1.1.1
b4033	4.3.A.1.m
b4033	4.S.113
b4033	6.1
b4033	7.3
b4034	1.1.1
b4034	2.3.4
b4034	4.3.A.1.p
b4034	4.S.113
b4034	7.2
b4035_1	1.1.1
b4035_1	4.3.A.1.a
b4035_1	4.S.113
b4035_1	7.1
b4035_2	1.1.1
b4035_2	7.1
b4036	4.1.B.3
b4036	4.S.114
b4036	6.1
b4036	7.4
b4036	8.1
b4037	1.1.1
b4037	7.2
b4039	1.3.6
b4039	1.5.3.11
b4039	7.1
b4040	1.3.6
b4040	1.5.3.11
b4040	6.1
b4040	7.3
b4041	1.6.1.2
b4041	6.1
b4041	7.3
b4042	1.5.4
b4042	1.6.1
b4042	6.1
b4042	7.3
b4043	2.1.4
b4043	2.2.2
b4043	3.1.2.3
b4043	3.3.2
b4043	5.8
b4043	7.1
b4044	2.1.4
b4044	4.2.A.66
b4044	5.6.1
b4044	5.8
b4044	6.1
b4044	7.3
b4046	2.2.2
b4046	3.1.1
b4046	3.1.2.3
b4046	3.3.1
b4046	7.1
b4049	2.2.5
b4051	1.4.3
b4052	2.1.1
b4052	7.1
b4053	1.1.3.1
b4053	1.5.1.17
b4054	1.5.1.13
b4054	1.5.1.14
b4054	1.5.1.19
b4054	7.1
b4055	1.7.33
b4055	7.1
b4056	5.1
b4058	2.1.4
b4058	5.6.1
b4058	5.8
b4058	7.1
b4059	2.1.3
b4059	5.8
b4059	7.1
b4062	2.2.2
b4062	3.1.2.2
b4062	3.3.2
b4062	5.5.6
b4062	5.6.2
b4062	7.1
b4063	2.2.2
b4063	3.1.2.2
b4063	3.3.1
b4063	5.5.6
b4063	5.6.2
b4063	7.1
b4064	6.1
b4065	4.2.A.36
b4065	4.S.136
b4065	6.1
b4065	7.3
b4067	4.2.A.21
b4067	4.S.194
b4067	6.1
b4067	7.3
b4069	1.1.2.3
b4069	1.7.28
b4069	1.7.29
b4069	3.1.3.2
b4069	5.3
b4070	1.3.7
b4070	1.4.2
b4070	1.6.15.1
b4070	7.2
b4071	1.3.7
b4071	1.4.2
b4071	1.6.15.1
b4071	7.2
b4072	1.3.7
b4072	1.4.2
b4072	6.1
b4072	7.3
b4073	1.3.7
b4073	1.4.2
b4073	6.1
b4073	7.3
b4074	1.3.7
b4074	1.6.15.1
b4074	2.3.4
b4074	6.1
b4074	7.3
b4075	1.3.7
b4075	1.6.15.1
b4075	2.3.4
b4076	1.3.7
b4076	1.6.15.1
b4076	2.3.4
b4077	1.5.1.5
b4077	4.2.A.23
b4077	4.S.135
b4077	6.1
b4077	7.3
b4079	1.3.5
b4079	1.3.7
b4079	1.4.1
b4080	6.1
b4080	7.4
b4081	4.2.A.20
b4082	6.1
b4082	7.3
b4083	1.8.2
b4084	3.1.2
b4085	1.1.1.1
b4086	1.1.1
b4086	4.3.A.1.m
b4086	4.S.10
b4086	6.1
b4086	7.3
b4087_1	1.1.1
b4087_1	4.3.A.1.a
b4087_1	4.S.10
b4087_1	7.1
b4087_2	1.1.1
b4087_2	4.3.A.1.a
b4087_2	4.S.10
b4087_2	7.1
b4088	1.1.1
b4088	4.3.A.1.p
b4088	4.S.10
b4088	7.2
b4089	1.1.1
b4089	1.7.3
b4089	2.2.2
b4089	3.1.2.3
b4089	3.3.1
b4089	7.1
b4090	1.1.1.1
b4090	1.1.1.22
b4090	1.7.3
b4092	1.8.1
b4094	1.7.42
b4094	1.8.1
b4094	4.3.A.1.a
b4094	7.1
b4095	1.8.1
b4095	4.9.B
b4095	6.1
b4095	7.3
b4096	1.8.1
b4096	4.3.A.1.a
b4096	4.S.8
b4096	7.1
b4097	1.8.1
b4097	4.3.A.1.a
b4097	4.S.8
b4097	7.1
b4099	1.8.1
b4100	1.8.1
b4101	1.8.1
b4102	1.8.1
b4102	2.2.2
b4102	3.1.2.3
b4104	1.8.1
b4104	10
b4104	4.3.A.1.m
b4104	4.S.8
b4104	6.1
b4104	7.3
b4105	1.8.1
b4105	4.3.A.1.p
b4105	4.S.8
b4105	7.2
b4106	1.8.1
b4106	4.3.A.1.a
b4106	4.S.8
b4106	7.1
b4108	4
b4108	4.S.8
b4111	1.5.1.4
b4111	4.2.A.1
b4111	4.S.158
b4111	5.5.1
b4111	6.1
b4111	7.3
b4112	2.3.3
b4112	3.1.2.4.3
b4112	3.1.3.2
b4112	6.1
b4112	7.3
b4113	2.2.2
b4113	3.1.2.2
b4113	3.1.2.4.3
b4113	7.1
b4114	6.1
b4115	1.5.1.3
b4115	4.2.A.3
b4115	4.S.164
b4115	4.S.17
b4115	5.5.4
b4115	6.1
b4115	7.3
b4116	2.2.2
b4116	3.1.2.2
b4116	3.3.1
b4117	1.1.3.18
b4118	1.1.1
b4118	2.2.2
b4118	3.1.2.2
b4118	3.3.1
b4118	7.1
b4119	1.1.1
b4120	1.1.1
b4120	4.2.A.2
b4120	4.S.117
b4120	6.1
b4120	7.3
b4122	1.3.4
b4122	1.3.5
b4122	1.3.7
b4123	1.1.1
b4123	4.2.A.13
b4123	4.S.46
b4123	6.1
b4123	7.3
b4124	1.3.7
b4124	2.2.2
b4124	3.1.2.4.3
b4124	7.1
b4125	1.3.7
b4125	2.3.3
b4125	3.1.2.4.3
b4125	3.1.3.2
b4125	6.1
b4129	2.3.1
b4129	7.1
b4130	4.2.A.17
b4130	4.S.148
b4130	6.1
b4130	7.3
b4131	1.1.3.10
b4131	7.1
b4132	1.5.1.7
b4132	4.2.A.3
b4132	4.S.26
b4132	6.1
b4132	7.3
b4133	1.1.3
b4133	2.2.2
b4133	3.1.2.2
b4133	3.3.1
b4133	7.1
b4134	2.2.5
b4134	7.1
b4135	3.1.2
b4136_1	1.6.15.1
b4136_1	6.1
b4136_1	7.3
b4136_2	1.6.15.1
b4136_2	1.8.2
b4136_2	6.1
b4136_2	7.3
b4137	1.6.15.1
b4137	5.5.6
b4137	7.2
b4138	1.1.1
b4138	4.2.A.13
b4138	4.S.46
b4138	6.1
b4138	7.3
b4139	1.1.3.4
b4139	1.7.13
b4139	7.1
b4140	6.1
b4140	7.3
b4141	4.9.B
b4142	2.3.4
b4142	5.1
b4142	7.1
b4143	2.3.4
b4143	5.1
b4143	7.1
b4146	1.7.1
b4147	2.3.2
b4147	7.1
b4148	4.2.A.7
b4148	5.6.2
b4148	6.1
b4148	7.3
b4149	6.1
b4149	7.4
b4150	1.6.7
b4150	5.6.4
b4150	6.2
b4150	7.2
b4151	1.3.5
b4151	1.3.7
b4151	1.4.2
b4151	6.1
b4151	7.3
b4152	1.3.5
b4152	1.3.7
b4152	1.4.2
b4152	6.1
b4152	7.3
b4153	1.3.5
b4153	1.3.7
b4153	1.4.2
b4153	7.1
b4154	1.3.5
b4154	1.3.7
b4154	1.4.2
b4154	1.5.3.9
b4154	7.1
b4155	2.3.1
b4156	4.2.A.3
b4156	4.S.12
b4156	6.1
b4156	7.3
b4159	4.9.B
b4159	7.2
b4160	1.6.1.2
b4160	6.1
b4160	7.3
b4162	2.2.4
b4163	2.2.5
b4163	7.1
b4164	2.2.5
b4164	7.1
b4165	2.2.5
b4165	7.1
b4169	1.6.7
b4169	5.1
b4169	6.2
b4170	2.1.4
b4170	7.1
b4171	2.2.3
b4171	7.1
b4172	2.3.7
b4172	3.1.3.1
b4172	3.3.4
b4172	8.1
b4173	8.1
b4174	8.1
b4175	8.1
b4177	1.5.2.1
b4177	7.1
b4179	1.2.1
b4179	2.2.4
b4180	2.2.3
b4184	6.1
b4187	1.1.2.4
b4187	1.1.2.6
b4187	5.5
b4191	2.2.2
b4191	3.1.2.3
b4192	1.1.1.25
b4193	4.4.A
b4193	4.S.173
b4194	4.4.A
b4194	4.S.173
b4195	4.4.A.2
b4195	4.S.173
b4196	1.1.1.25
b4196	4.4.A.2
b4197	1.1.1.25
b4198	1.1.1.25
b4200	2.3.2
b4200	2.3.8
b4200	6.6
b4200	7.1
b4201	2.1.1
b4201	7.1
b4202	2.3.2
b4202	2.3.8
b4202	6.6
b4202	7.1
b4203	2.3.2
b4203	2.3.8
b4203	6.6
b4203	7.1
b4207	2.3.4
b4208	1.1.3
b4208	1.5.1.10
b4208	1.5.2.1
b4208	1.5.3.10
b4208	1.6.7
b4208	1.7.17
b4208	4.2.A.3
b4208	4.S.42
b4208	6.1
b4208	7.3
b4210	4
b4210	4.S.12
b4212	3.1.2
b4213	1.7.33
b4213	7.1
b4214	1.8.2
b4218	5.10
b4219	2.3.6
b4220	6.1
b4220	7.4
b4224	3.1.4
b4225	3.1.4
b4225	5.6.3
b4226	1.7.1
b4226	1.8.1
b4226	7.1
b4227	4.3.A.1.p
b4227	4.S.48
b4227	7.2
b4228	4.3.A.1.a
b4228	4.S.173
b4228	7.1
b4229	4.3.A.1.a
b4229	4.S.173
b4229	7.1
b4230	4.3.A.1.m
b4230	4.S.173
b4230	6.1
b4230	7.3
b4231	4.3.A.1.m
b4231	4.S.173
b4231	6.1
b4231	7.3
b4232	1.7.8
b4232	7.1
b4233	1.7.34
b4233	6.2
b4234	4.3.A.1.a
b4235	2.3.5
b4235	5.10
b4235	5.6.3
b4235	7.1
b4236	1.4.3
b4236	1.6.15.1
b4237	1.7.33
b4237	2.3.3
b4237	3.1.3.3
b4238	1.5.2.1
b4238	1.7.15
b4239	1.1.1.18
b4239	7.1
b4240	1.1.1.18
b4240	1.7.9
b4240	4.4.A.1
b4240	4.S.181
b4240	6.1
b4240	7.3
b4241	1.7.9
b4241	2.2.2
b4241	3.1.2.3
b4241	3.3.1
b4241	5.5.1
b4241	7.1
b4242	1.3.8
b4242	4.3.A.3
b4242	4.S.120
b4242	6.1
b4242	7.3
b4244	1.5.2.2
b4244	3.1.3.3
b4244	7.1
b4245	1.5.2.2
b4245	7.1
b4246	1.5.2.2
b4246	7.1
b4248	2.3.2
b4254	1.5.1.3
b4254	7.1
b4257	4
b4257	6.1
b4258	2.3.1
b4258	7.1
b4259	2.1.1
b4259	7.1
b4260	1.2.3
b4260	2.1.3
b4260	2.2.2
b4260	7.1
b4261	4
b4261	6.1
b4262	6.1
b4264	1.1.1
b4264	2.2.2
b4264	3.1.2.2
b4264	3.3.1
b4264	7.1
b4265	4.2.A.8
b4265	4.S.70
b4265	6.1
b4265	7.3
b4266	1.1.1.2
b4266	1.1.1.9
b4266	7.1
b4267	1.1.1.2
b4267	1.1.1.9
b4268	1.1.1.2
b4268	1.1.1.9
b4269	1.7.1
b4270	2.2.5
b4270	7.1
b4271	8.1
b4272	8.1
b4272	8.3
b4273	8.1
b4273	8.3
b4274	8.1
b4275	6.1
b4275	8.1
b4276	8.1
b4277	8.1
b4278	8.1
b4278	8.3
b4279	4.2.A.1
b4279	6.1
b4279	7.3
b4279	8.1
b4280	8.1
b4281	8.1
b4282	8.1
b4283	8.1
b4283	8.3
b4284	8.1
b4284	8.3
b4285	8.1
b4285	8.3
b4286	8.1
b4287	4.3.A.1.a
b4287	4.S.95
b4287	5.5.7
b4287	7.1
b4287	8.1
b4288	4.3.A.1.m
b4288	4.S.95
b4288	6.1
b4288	7.3
b4288	8.1
b4289	4.3.A.1.m
b4289	4.S.95
b4289	5.5.7
b4289	6.1
b4289	7.3
b4289	8.1
b4290	4.3.A.1.p
b4290	4.S.95
b4290	5.5.7
b4290	7.2
b4290	8.1
b4291	4.1.B.14
b4291	4.S.95
b4291	5.5.7
b4291	6.1
b4291	7.4
b4291	8.1
b4292	2.2.2
b4292	3.1.2.1
b4292	3.1.2.4.3
b4292	5.5.7
b4292	7.3
b4292	8.1
b4293	2.2.2
b4293	3.1.2.1
b4293	3.3.1
b4293	7.1
b4293	8.1
b4294	8.1
b4294	8.3
b4295	3.1.2
b4295	8.1
b4296	4.2.A.8
b4296	6.1
b4296	7.3
b4296	8.1
b4298	1.7.1
b4298	8.1
b4299	2.2.2
b4299	3.1.2.3
b4299	8.1
b4300	2.2.2
b4300	3.1.2.3
b4300	3.3.1
b4300	8.1
b4301	1.7.1
b4301	8.1
b4302	4.4.A.5
b4302	4.S.173
b4302	8.1
b4303	8.1
b4304	4.4.A
b4304	4.S.173
b4304	8.1
b4305	8.1
b4306	8.1
b4307	2.2
b4307	4.9.B
b4307	8.1
b4308	8.1
b4312	1.6.13
b4312	2.1.3
b4312	3.1.1
b4312	3.3.1
b4312	6.5
b4312	7.1
b4313	1.6.13
b4313	2.1.3
b4313	3.1.1
b4313	3.3.1
b4313	6.5
b4313	7.1
b4314	1.6.11
b4314	6.5
b4315	1.6.11
b4315	6.5
b4316	2.3.4
b4316	6.5
b4316	7.2
b4317	6.1
b4317	7.4
b4318	1.6.11
b4318	6.5
b4319	1.6.11
b4319	6.5
b4320	1.6.11
b4320	6.5
b4321	4.2.A.8
b4321	4.S.198
b4321	6.1
b4321	7.3
b4322	1.1.1.7
b4323	1.1.1.7
b4324	2.2.2
b4324	3.1.2.3
b4324	3.3.1
b4324	7.1
b4327	2.2.2
b4327	3.1.2.2
b4327	3.1.2.3
b4328	1.2.3
b4331	1.7.1
b4331	7.1
b4332	4.9.B
b4332	4.S.173
b4333	7.4
b4334	3.1.4
b4335	1.7.1
b4336	6.1
b4337	4.2.A.1
b4337	4.S.126
b4337	5.6.4
b4337	6.1
b4337	7.3
b4338	8.3
b4339	8.3
b4340_1	2.2.2
b4340_1	3.1.2.3
b4344	1.2.2
b4344	2.1.2
b4344	2.1.5
b4344	7.1
b4345	1.2.2
b4345	2.1.2
b4345	2.1.5
b4345	7.1
b4346	1.2.2
b4346	2.1.2
b4346	2.1.5
b4346	7.1
b4347	5.8
b4348	2.1.2
b4348	3.1.1.2
b4348	7.1
b4349	2.1.2
b4349	3.1.1.2
b4349	7.1
b4350	1.2.2
b4350	2.1.2
b4350	2.1.5
b4350	7.1
b4351	2.1.2
b4351	3.1.1.2
b4351	7.1
b4352	1.5.3.13
b4354	5.5.3
b4355	3.1.3.3
b4355	5.3
b4355	6.1
b4355	7.3
b4356	1.1.1.28
b4356	4.2.A.1
b4356	6.1
b4356	7.3
b4357	1.1.1.28
b4357	3.1.2
b4358	1.1.1.28
b4359	1.6.1
b4359	1.6.6
b4359	5.5.1
b4359	6.1
b4359	7.3
b4361	2.1.1
b4361	5.1
b4362	2.1.1
b4362	7.1
b4364	6.1
b4364	7.3
b4365	3.1.4
b4366	1.1.1
b4366	2.2.2
b4366	3.1.2.2
b4366	3.3.1
b4366	7.1
b4367	7.1
b4368	2.2.5
b4368	7.1
b4369	2.2.5
b4369	7.1
b4370	2.2.5
b4370	7.1
b4371	2.2.3
b4371	7.1
b4372	2.1.1
b4372	7.1
b4373	2.3.3
b4373	6.6
b4373	7.1
b4375	2.3.2
b4375	7.1
b4376	5.5.1
b4376	7.2
b4377	3.1.2
b4379	1.3.7
b4379	2.3.3
b4379	3.1.3.3
b4381	1.1.5.6
b4381	1.7.33
b4381	7.1
b4382	1.1.5.6
b4382	1.7.33.3
b4383	1.1.5.6
b4383	1.7.33
b4383	1.7.42
b4384	1.7.33.1
b4384	1.7.33.2
b4386	1.6.10
b4386	2.3.1
b4386	7.1
b4387	6.1
b4387	7.3
b4388	1.5.1.10
b4388	1.5.1.11
b4388	7.1
b4390	2.2.2
b4390	3.1.2.3
b4390	3.1.4
b4390	3.3.1
b4391_1	4.3.A.1.a
b4391_1	7.1
b4391_2	4.3.A.1.a
b4391_2	7.1
b4392	1.6.7
b4392	5.1
b4392	6.2
b4392	7.2
b4393	1.5.1.15
b4393	2.2.2
b4393	3.1.2.3
b4393	3.3.1
b4393	7.1
b4395	1.3.1
b4395	1.7.8
b4395	7.1
b4396	2.1.1
b4396	2.2.2
b4396	2.3.7
b4396	3.1.2.2
b4396	3.3.2
b4396	7.1
b4398	2.2.2
b4398	3.1.2.2
b4398	3.1.2.4.3
b4398	3.3.1
b4398	7.1
b4399	2.3.3
b4399	3.1.2.4.3
b4399	3.1.3.2
b4399	6.1
b4399	7.3
b4400	6.1
b4400	7.3
b4400	8.4
b4401	2.2.2
b4401	3.1.2.2
b4401	3.1.2.3
b4401	3.1.2.4.3
b4401	3.3.1
b4401	5.1
b4401	5.5.6
b4401	7.1
b4403	2.2.3
b4404	1.6.4
b4407	1.5.3.8
b4408	3.1
b4427	3.1.3.6
b4452	3.1.3.7
b4452	3.3.2
b4457	2.2.6
b4457	3.1.3.7
b4457	5.12
b4457	5.3
b4457	7.1
b4471	1.1.3.2
b4474	1.7.40
b4477	1.1.1.13
b4478	1.1.1.13
b4481	1.6.4
