GenProtEC: MultiFun assignments for E. coli modules
August 28th, 2007

Bnum	MultiFun class
b1298	1.7.32.2
b1300	1.7.32.2
b1300	7.1
b1301	1.7.32.2
b1302	1.5.3.6
b1302	1.7.31
b1302	7.1
b1303	2.2.2
b1303	3.1.2.2
b1303	3.3.1
b1303	7.1
b1303	8.1
b1304	2.2.2
b1304	3.1.2.3
b1304	3.3.1
b1304	7.1
b1304	8.1
b1305	2.2.2
b1305	3.1.2.2
b1305	7.1
b1305	8.1
b1306	2.2.2
b1306	3.1.2.2
b1306	3.3.1
b1306	7.1
b1306	8.1
b1307	8.1
b1308	8.1
b1309	1.2.4
b1310	4.3.A.1.p
b1310	7.2
b1311	4.3.A.1.m
b1311	6.1
b1311	7.3
b1312	4.3.A.1.m
b1312	6.1
b1312	7.3
b1317	1.7.1
b1318	4.3.A.1.a
b1318	4.S.173
b1318	7.1
b1319	4.1.B.21
b1319	6.1
b1319	7.4
b1320	2.2.2
b1320	3.1.2.3
b1320	7.2
b1323	2.2.2
b1323	3.1.2.2
b1323	3.1.2.3
b1323	3.3.1
b1323	7.1
b1324	5.6.2
b1324	7.2
b1325	1.6.7
b1326	1.7.34
b1326	7.1
b1328	2.2.2
b1328	3.1.2.2
b1328	3.1.2.3
b1329	1.7.34
b1329	4.9
b1329	4.S.182
b1329	6.2
b1329	7.2
b1330	6.1
b1331	8.3
b1334	1.3.7
b1334	2.2.2
b1334	3.1.2.2
b1334	3.1.2.3
b1334	3.3.4
b1334	7.1
b1335	2.1.2
b1335	3.1.1.2
b1335	7.1
b1336	4.2.A.68
b1336	4.S.150
b1336	6.1
b1336	7.3
b1337	1.1.1
b1338	1.1.1
b1339	1.1.1
b1339	2.2.2
b1339	3.1.2.2
b1339	3.1.2.3
b1339	7.1
b1340	8.1
b1342	4
b1343	2.2.3
b1343	6.6
b1343	7.1
b1345	8.1
b1346	8.1
b1347	8.1
b1348	8.1
b1349	8.1
b1350	1.2.2
b1350	2.1.4
b1350	2.1.5
b1350	7.1
b1350	8.1
b1351	8.1
b1351	9
b1352	8.1
b1353	8.1
b1354	8.1
b1355	8.1
b1356	8.1
b1357	8.1
b1358	8.1
b1359	8.1
b1360	8.1
b1361	8.1
b1362	8.1
b1363	4.2.A.38
b1363	4.S.96
b1363	6.1
b1363	7.3
b1363	8.1
b1364	8.1
b1365	8.1
b1366	8.1
b1367	8.1
b1368	8.1
b1369	7.4
b1369	8.1
b1370	8.1
b1370	8.3
b1371	7.4
b1371	8.1
b1372	8.1
b1373	8.1
b1374	8.1
b1374	8.3
b1375	8.1
b1377	4.1.B
b1377	6.1
b1377	7.4
b1378_1	1.7.1
b1378_2	1.7.1
b1378_3	1.7.1
b1379	5.5.2
b1380	1.3.5
b1380	1.7.35
b1384	1.1.3
b1384	1.1.4
b1384	2.2.2
b1384	3.1.2.2
b1384	3.3.1
b1384	7.1
b1385	1.1.4.1
b1386	1.1.3.7
b1386	1.1.4.1
b1386	7.2
b1387_1	1.1.2.4
b1387_1	1.1.2.6
b1387_1	1.1.5.1
b1387_2	1.1.2.4
b1387_2	1.1.2.6
b1387_2	1.1.5.1
b1388	1.1.5.1
b1389	1.1.5.1
b1390	1.1.5.1
b1391	1.1.5.1
b1392	1.1.5.1
b1393	1.1.5.1
b1394	1.1.5.1
b1395	1.1.5.1
b1396	1.1.5.1
b1397	1.1.5.1
b1398	1.1.5.1
b1399	1.1.5.1
b1400	1.1.5.1
b1402	8.3
b1403	8.3
b1404	8.3
b1409	1.7.33
b1409	6.1
b1412	1.7.1
b1413	2.1.1
b1413	7.1
b1415	1.1.1.11
b1415	1.1.1.16
b1415	1.1.1.20
b1415	1.7.23
b1415	1.7.25
b1415	1.7.31
b1416	1.3.1
b1417	1.3.1
b1418	1.4.3
b1418	1.6.15.1
b1418	6.1
b1421	3.1.3.3
b1421	5.3
b1421	6.1
b1421	7.3
b1422	2.2.2
b1422	3.1.2.2
b1422	3.1.2.3
b1424	5.5.1
b1424	7.2
b1427	2.3.3
b1427	6.6
b1427	7.1
b1429	4.2.A.16
b1429	4.S.176
b1429	5.6.4
b1429	6.1
b1429	7.3
b1430	5.6.4
b1432	5.10
b1433	4.2.A.1
b1433	4.S.20
b1433	6.1
b1433	7.3
b1434	3
b1435	1.2.3
b1438	3.1.4
b1439_1	3.1.2
b1439_2	4.3.A.1
b1440	4.3.A.1.p
b1440	7.2
b1441	4.3.A.1.a
b1441	4.S.166
b1441	7.1
b1442	4.3.A.1.m
b1442	4.S.166
b1442	6.1
b1442	7.3
b1443	4.3.A.1.m
b1443	4.S.166
b1443	6.1
b1443	7.3
b1444	1.7.32.1
b1447	4
b1447	6.1
b1448	5.6.4
b1450	2.2.2
b1450	3.1.2
b1451	4.1.B
b1451	4.S.166
b1451	6.1
b1451	7.4
b1453	1.5.1.6
b1453	4.2.A.3
b1453	4.S.103
b1453	6.1
b1453	7.3
b1454	1.7.1
b1456	9
b1463	1
b1465	1.3.7
b1465	1.4.2
b1465	6.1
b1465	7.3
b1466	1.3.7
b1466	2.3.4
b1467	1.3.7
b1467	1.4.2
b1467	6.1
b1467	7.3
b1468	1.3.7
b1468	1.4.2
b1468	6.1
b1468	7.3
b1469	1.8.3
b1469	4.2.A.1
b1469	4.S.145
b1469	6.1
b1469	7.3
b1471	1.6.11
b1472	4.1.B
b1472	6.1
b1472	7.4
b1473	6.1
b1474	1.3.7
b1474	1.4.1
b1474	7.1
b1475	1.3.7
b1475	1.4.1
b1475	6.1
b1475	7.3
b1476	1.3.7
b1476	1.4.1
b1476	6.1
b1476	7.3
b1477	3.1.2
b1477	5.10
b1478	1.1.5.2
b1478	1.3.5
b1478	1.3.7
b1479	1.7.8
b1480	2.3.2
b1480	2.3.8
b1480	6.6
b1480	7.1
b1482	5.5.1
b1483	4.3.A.1.a
b1483	4.S.47
b1483	7.1
b1484	4.3.A.1.a
b1484	4.S.47
b1484	7.1
b1485	4.3.A.1.m
b1485	4.S.47
b1485	6.1
b1485	7.3
b1486	4.3.A.1.m
b1486	4.S.47
b1486	6.1
b1486	7.3
b1487	4.3.A.1.p
b1487	4.S.47
b1487	7.2
b1488	1.1.5
b1488	5.5.1
b1488	7.2
b1492	4.2.A.3
b1492	4.S.74
b1492	5.5.4
b1492	6.1
b1492	7.3
b1493	1.1.3.4
b1493	1.7.13
b1493	5.5.4
b1493	7.1
b1494	1.5.3.11
b1494	10
b1494	7.1
b1496_1	4.3.A.1.m
b1496_1	6.1
b1496_1	7.3
b1496_2	4.3.A.1.a
b1496_2	7.1
b1497	3.1.4
b1498	1.8.2
b1499	2.2.2
b1499	3.1.2.3
b1499	5.5.4
b1501	1.7.1
b1501	5.5.4
b1503	6.5
b1504	6.5
b1505	6.1
b1505	7.4
b1507	1.6.7
b1507	2.1
b1507	3.1.4
b1507	6.2
b1507	7.1
b1508	1.6.7
b1508	2.1
b1508	3.1.4
b1508	6.2
b1508	7.1
b1512	3.1.2.3
b1513_1	4.3.A.1.a
b1513_1	4.S.173
b1513_1	7.1
b1513_2	4.3.A.1.a
b1513_2	4.S.173
b1513_2	7.1
b1514	4.3.A.1.m
b1514	4.S.173
b1514	6.1
b1514	7.3
b1515	4.3.A.1.m
b1515	4.S.173
b1515	6.1
b1515	7.3
b1516	4.3.A.1.p
b1516	4.S.173
b1516	7.2
b1519	1.7.1
b1519	7.1
b1521	1.1.1.5
b1522	4
b1522	6.1
b1524	1.1.3.16
b1526	2.2.2
b1526	3.1.2.2
b1526	3.1.2.3
b1528	1.1.1
b1528	4.2.A.1
b1528	4.S.102
b1528	6.1
b1528	7.3
b1529	4.9.B.10
b1529	4.S.15
b1529	6.1
b1530	2.2.2
b1530	3.1.2.3
b1530	3.3.1
b1530	5.6.4
b1530	7.1
b1531	2.2.2
b1531	3.1.2.2
b1531	3.3.1
b1531	5.6.2
b1531	5.6.4
b1531	7.1
b1532	4.9.B
b1532	4.S.15
b1532	5.6.2
b1532	5.6.4
b1533	4.2.A.1
b1533	4.S.40
b1533	6.1
b1534	4.2.A.1
b1534	6.1
b1534	7.3
b1538	1.2.3
b1540	2.2.2
b1540	3.1.2.3
b1542	1.7.1
b1543	4.2.A.1
b1543	6.1
b1543	7.3
b1544	8.1
b1545	8.1
b1546	8.1
b1547	8.1
b1548	8.1
b1549	8.1
b1550	8.1
b1551	8.1
b1552	8.1
b1553	8.1
b1554	8.1
b1555	8.1
b1556	8.1
b1557	8.1
b1558	8.1
b1559	8.1
b1560	8.1
b1561	8.1
b1562	8.1
b1563	2.2.2
b1563	3.1.2.3
b1563	3.3.1
b1563	5.5.6
b1563	5.6.3
b1563	7.1
b1563	8.1
b1564	2.2.2
b1564	3.1.2.3
b1564	3.3.1
b1564	5.5.6
b1564	5.6.3
b1564	7.1
b1564	8.1
b1565	8.1
b1566	8.1
b1567	8.1
b1568	8.1
b1569	8.1
b1570	8.1
b1571	8.1
b1572	8.1
b1573	8.1
b1574	8.1
b1575	8.1
b1576	8.1
b1577	8.1
b1578	8.1
b1579	8.1
b1580	5.5.3
b1581	5.5.3
b1582	6.1
b1584	1.7.14
b1587	1.3.7
b1587	1.4.2
b1587	6.1
b1587	7.3
b1588	1.3.7
b1588	1.4.2
b1588	6.1
b1588	7.3
b1589	1.3.7
b1589	1.4.2
b1589	6.1
b1589	7.3
b1590	1.3.7
b1590	1.4.2
b1590	6.1
b1590	7.3
b1591	4.2.A.64
b1591	4.S.160
b1592	4.1.A.11
b1592	4.S.32
b1592	6.1
b1593	1.5.3.1
b1594	1.6.9
b1594	2.2.2
b1594	3.1.2.3
b1594	3.3.1
b1594	3.3.4
b1594	7.1
b1595	3.1.2
b1596	4.2.A.1
b1596	6.1
b1596	7.3
b1597	5.5.4
b1598	1.2.3
b1599	4.2.A.7
b1599	4.S.126
b1599	5.6.4
b1599	6.1
b1600	4.2.A.7
b1600	4.S.126
b1600	5.6.4
b1600	6.1
b1600	7.3
b1601	4.9.B
b1601	6.1
b1602	1.7.1
b1602	1.7.44
b1602	4.9.A
b1602	4.S.82
b1602	6.1
b1602	7.3
b1603	1.7.1
b1603	1.7.44
b1603	4.9.A
b1603	4.S.82
b1603	6.1
b1603	7.3
b1605	4.2.A.3
b1605	4.S.18
b1605	6.1
b1605	7.3
b1606	1.5.3.2
b1606	1.7.17
b1606	7.1
b1607	6.1
b1608	2.2.2
b1608	3.1.2.2
b1608	3.1.2.4.3
b1608	7.1
b1609	2.3.3
b1609	3.1.2.4.3
b1609	3.1.3.2
b1609	6.1
b1609	7.3
b1610	2.1.1
b1610	7.1
b1611	1.3.4
b1611	1.3.5
b1611	1.3.7
b1612	1.3.4
b1612	1.3.5
b1612	1.3.7
b1613	1.1.1.15
b1613	1.6.17
b1613	1.6.2
b1613	1.7.10
b1613	5.5.5
b1613	6.7
b1613	7.1
b1615	6.1
b1615	7.3
b1616	1.1.1
b1616	4.2.A.2
b1616	4.S.73
b1616	6.1
b1616	7.3
b1617	1.1.1.7
b1618	1.1.1
b1618	2.2.2
b1618	3.1.2.3
b1618	3.3.1
b1618	7.1
b1619	1.7.1
b1619	7.1
b1620	1.1.1
b1620	2.2.2
b1620	3.1.2.3
b1620	3.3.1
b1620	7.1
b1621_1	1.1.1
b1621_1	4.4.A.1
b1621_1	4.S.72
b1621_1	6.1
b1621_2	1.1.1
b1621_2	4.4.A.1
b1621_2	4.S.72
b1621_2	6.1
b1622	1.5.1.9
b1622	3.1.3.3
b1622	3.3.1
b1622	7.1
b1623	1.7.33.1
b1627	6.1
b1628	1.4.3
b1629_1	6.1
b1629_1	7.3
b1629_2	6.1
b1629_2	7.3
b1630	6.1
b1632	6.1
b1633	1.2.2
b1633	2.1.5
b1633	5.6.1
b1633	7.1
b1634	4.2.A.17
b1634	4.S.152
b1634	6.1
b1634	7.3
b1636	1.7.27
b1637	2.3.1
b1637	7.1
b1638	1.5.3.6
b1638	1.7.27
b1640	1.7.34
b1641	6.1
b1641	7.4
b1642	2.2.2
b1642	3.1.2.2
b1642	3.3.1
b1642	5.6.3
b1642	7.1
b1644	6.1
b1644	7.3
b1645	6.1
b1646	5.6.2
b1646	7.2
b1649	3.1.2
b1650	1.7.1
b1650	5.6.2
b1651	1.7.23
b1652	1.2.1
b1652	1.2.2
b1652	2.1.5
b1652	2.2.4
b1653	2.1.1
b1653	7.1
b1655	6.1
b1656	5.5.6
b1656	5.6.2
b1656	7.1
b1657	4.2.A.1
b1657	6.1
b1657	7.3
b1658	1.1.3
b1658	1.5.1.10
b1658	1.5.1.16
b1658	1.5.2.1
b1658	1.5.2.2
b1658	1.5.3.11
b1658	1.7.14
b1658	1.7.17
b1658	1.7.33
b1658	1.8.3
b1658	2.2.2
b1658	3.1.2.3
b1658	3.3.2
b1658	7.1
b1658	8.4
b1659	2.2.2
b1659	3.1.2.2
b1659	3.1.2.3
b1660	4.2.A.1
b1660	6.1
b1660	7.3
b1661	1.6.1.1
b1662	1.5.3.9
b1663	4.2.A.66
b1663	4.S.126
b1663	5.6.4
b1663	6.1
b1663	7.3
b1665	2.2.5
b1665	7.1
b1666	2.2.5
b1666	7.1
b1670	6.1
b1670	7.3
b1676	1.3.1
b1676	1.3.5
b1676	1.3.7
b1677	1.6.7
b1677	6.1
b1677	6.2
b1677	7.3
b1679	3.1.3
b1679	7.1
b1680	1.7.19
b1680	7.1
b1681	1.7.19
b1681	7.1
b1682	4.3.A.1.a
b1682	7.1
b1683	2.3.4
b1683	7.1
b1684	1.7.19
b1684	7.1
b1688	4
b1688	6.1
b1690	4.2.A.1
b1690	6.1
b1690	7.3
b1691	4.2.A.1
b1691	6.1
b1691	7.3
b1692	1.5.1.20
b1692	1.7.1
b1693	1.5.1.20
b1694_1	1.1.2
b1694_2	1.1.2
b1695	1.1.2.4
b1695	1.1.2.6
b1696	2.2.2
b1696	3.1.2
b1697	4.9.B
b1698	1.4.3
b1699	1.4.3
b1700	1.4.3
b1701	1.1.2.4
b1702	1.7.8
b1704	1.5.1.15
b1704	1.5.1.20
b1708	6.1
b1708	7.3
b1709	1.5.3.13
b1709	4.3.A.1.a
b1709	4.S.187
b1709	7.1
b1710	1.5.3.13
b1710	4.3.A.1.p
b1710	4.S.187
b1710	7.2
b1711	1.5.3.13
b1711	4.3.A.1.m
b1711	4.S.187
b1711	6.1
b1711	7.3
b1712	2.1.3
b1712	7.1
b1713	2.3.1
b1713	7.1
b1714	2.3.1
b1714	7.1
b1715	2.3.1
b1715	7.1
b1716	2.3.2
b1716	2.3.8
b1716	3.1.4
b1716	6.6
b1716	7.1
b1717	2.3.2
b1717	2.3.8
b1717	6.6
b1717	7.1
b1718	2.3.2
b1718	7.1
b1719	2.3.1
b1719	7.1
b1721	3.1.4
b1723	1.1.1.12
b1723	1.1.1.17
b1723	1.1.1.21
b1723	1.3.1
b1723	7.1
b1726	3.1.4
b1728	5.8
b1728	6.1
b1729	4
b1729	6.1
b1731	3.1.4
b1731	5.1
b1732	5.6.2
b1732	7.1
b1733	1.7.1
b1734	1.1.1
b1734	7.1
b1735	1.1.1
b1735	2.2.2
b1735	3.1.2.3
b1735	3.3.1
b1735	7.1
b1736	1.1.1
b1736	4.4.A.3
b1736	4.S.29
b1737	1.1.1
b1737	4.4.A.3
b1737	4.S.29
b1737	6.1
b1737	7.3
b1738	1.1.1
b1738	4.4.A.3
b1738	4.S.29
b1739	2.2.2
b1739	3.1.2.2
b1739	3.3.1
b1739	5.5.1
b1739	7.1
b1740	1.5.3.7
b1740	1.7.45
b1741	2.1.4
b1741	7.1
b1742	5.5.2
b1742	7.1
b1743	7.2
b1744	1.1.3.3
b1745	1.1.3.3
b1746	1.1.3.3
b1747	1.1.3.3
b1748	1.1.3.3
b1748	1.5.1.22
b1749	1.2.2
b1749	2.1.5
b1749	5.6.1
b1750	4.9.B.27
b1750	6.1
b1752	4
b1752	6.1
b1755_1	4.3.A.1.m
b1755_1	6.1
b1755_1	7.3
b1755_2	4.3.A.1.m
b1755_2	6.1
b1755_2	7.3
b1756	4.3.A.1.a
b1756	7.1
b1757	1.8.2
b1759	1.7.33
b1761	1.5.1.1
b1761	1.5.1.4
b1761	7.1
b1763	2.1.1
b1763	2.2.2
b1763	3.1.1.1
b1763	7.1
b1764	1.5.1.23
b1764	2.3.1
b1764	7.1
b1767	1.7.13
b1767	7.1
b1768	1.7.45
b1768	7.1
b1769	4.2.A.1
b1769	6.1
b1769	7.3
b1770	2.2.2
b1770	3.1.2
b1772	1.7.1
b1773	1.7.1
b1775	4.2.A.1
b1775	6.1
b1775	7.3
b1778	2.3.6
b1779	1.3.1
b1779	1.5.3.6
b1779	1.7.8
b1779	7.1
b1781	1.7.23
b1782	1.6.7
b1782	6.1
b1782	6.2
b1782	7.4
b1789	6.1
b1790	2.2.2
b1790	3.1.2
b1791	4.2.A.1
b1791	4.S.13
b1791	6.1
b1791	7.3
b1797	5.6.2
b1798	4.2.A.76
b1798	6.1
b1799	1.1.1.29
b1799	2.2.2
b1799	3.1.2.2
b1799	3.1.2.3
b1800	1.1.1.29
b1800	1.3.5
b1801	4.2.A.15
b1801	4.S.79
b1801	6.1
b1801	7.3
b1804	1.2.1
b1804	2.2.3
b1804	7.1
b1805	1.1.2.6
b1805	6.1
b1806	6.1
b1806	7.3
b1807	1.2.3
b1808	7.1
b1812	1.5.3.2
b1814	1.1.3.2
b1814	1.1.3.7
b1816_1	6.1
b1817_1	1.1.1
b1817_1	4.4.A.6
b1817_1	4.S.116
b1817_1	7.1
b1817_2	1.1.1
b1817_2	4.4.A.6
b1817_2	4.S.116
b1817_2	7.1
b1818	1.1.1
b1818	4.4.A.6
b1818	4.S.116
b1818	6.1
b1818	7.3
b1819	1.1.1
b1819	4.4.A.6
b1819	4.S.116
b1819	6.1
b1819	7.3
b1821	6.1
b1822	2.2.3
b1822	7.1
b1823	2.2.2
b1823	3.1.2.2
b1823	5.5.2
b1827	2.2.2
b1827	3.1.2.3
b1827	3.3.1
b1827	7.1
b1828	4.2.A.1
b1828	6.1
b1828	7.3
b1829	5.5.2
b1829	6.1
b1829	7.3
b1830	1.2.3
b1830	1.6.7
b1830	2.3.4
b1830	5.6.4
b1830	6.2
b1831	3.1.3
b1833	6.1
b1834	6.1
b1835	2.2.3
b1835	7.1
b1838	2.3.3
b1838	3.1.3.3
b1838	5.5.2
b1838	7.1
b1840	4.9.B
b1840	5.6.4
b1840	6.1
b1842	2.1.1
b1842	7.1
b1844	1.2.2
b1844	2.1.4
b1844	2.1.5
b1844	7.1
b1845	1.2.3
b1848	2.1.4
b1848	3.1.4
b1848	5.8
b1848	7.1
b1849	1.5.2.1
b1849	7.1
b1850	1.1.1.20
b1850	1.1.1.7
b1850	1.3.9
b1850	1.7.21
b1850	7.1
b1851	1.3.9
b1852	1.3.2
b1852	1.3.9
b1852	7.1
b1853	3.1.2
b1854	1.3.1
b1854	1.3.5
b1854	1.3.7
b1855	1.6.3.3
b1855	6.1
b1855	6.3
b1855	7.3
b1857	4.3.A.1.p
b1857	4.S.191
b1857	7.2
b1858	1.5.3.12
b1858	4.3.A.1.a
b1858	4.S.191
b1858	7.1
b1859	4.3.A.1.m
b1859	4.S.191
b1859	6.1
b1859	7.3
b1860	2.1.3
b1860	2.1.4
b1860	5.8
b1860	7.1
b1861	2.1.3
b1861	2.1.4
b1861	5.8
b1861	7.1
b1863	2.1.3
b1863	2.1.4
b1863	7.1
b1865	1.5.3.2
b1865	1.7.33
b1866	2.3.1
b1866	7.1
b1869	6.1
b1872	1.3.7
b1872	1.4.2
b1872	7.1
b1873	1.3.7
b1873	1.4.2
b1874	5.6.2
b1874	7.1
b1876	2.3.1
b1876	7.1
b1878	1.6.12
b1878	5.3
b1878	6.4
b1879	1.6.12
b1879	5.3
b1879	6.1
b1879	6.4
b1879	7.3
b1880	6.1
b1880	6.4
b1880	7.3
b1881	2.3.3
b1881	5.3
b1882	2.3.3
b1882	3.1.2.4.3
b1882	3.1.3.2
b1882	5.3
b1882	7.1
b1883_1	2.3.3
b1883_1	3.1.2.4.3
b1883_1	3.1.3.2
b1883_1	5.3
b1883_1	7.1
b1883_2	2.3.3
b1883_2	3.1.2.4.3
b1883_2	3.1.3.2
b1883_2	5.3
b1883_2	7.1
b1884	2.3.3
b1884	5.3
b1884	7.1
b1885	3.1.3.3
b1885	5.3
b1885	6.1
b1885	7.3
b1886	3.1.3.3
b1886	5.3
b1886	6.1
b1886	7.3
b1887	3.1.3.3
b1887	5.3
b1887	6.1
b1887	7.3
b1888_1	2.3.3
b1888_1	3.1.2.4.3
b1888_1	3.1.3.2
b1888_1	5.3
b1888_2	2.3.3
b1888_2	3.1.2.4.3
b1888_2	3.1.3.2
b1888_2	5.3
b1889	4.1.A.46
b1889	5.3
b1889	6.1
b1889	6.4
b1889	7.3
b1890	4.1.A.46
b1890	5.3
b1890	6.1
b1890	7.3
b1891	1.3.7
b1891	1.3.9
b1891	1.6.12
b1891	2.2.2
b1891	3.1.2.2
b1891	3.3.1
b1891	5.3
b1891	6.4
b1891	7.1
b1892	1.3.7
b1892	1.3.9
b1892	1.6.12
b1892	2.2.2
b1892	3.1.2.2
b1892	3.3.1
b1892	5.3
b1892	6.4
b1892	7.1
b1893	8.3
b1894	8.3
b1896	1.7.36
b1896	5.5.1
b1897	1.7.36
b1897	5.5.1
b1897	7.1
b1898	1.1.1
b1898	4.3.A.1.m
b1898	4.S.100
b1898	6.1
b1898	7.3
b1899	1.1.1
b1899	4.3.A.1.m
b1899	4.S.100
b1899	6.1
b1899	7.3
b1900_1	1.1.1
b1900_1	4.3.A.1.a
b1900_1	4.S.100
b1900_1	7.1
b1900_2	1.1.1
b1900_2	4.3.A.1.a
b1900_2	4.S.100
b1900_2	7.1
b1901	1.1.1
b1901	4.3.A.1.p
b1901	4.S.100
b1901	7.2
b1902	5.5.7
b1902	7.1
b1905	5.5.7
b1905	7.1
b1907	1.5.1.14
b1907	4.2.A.42
b1907	4.S.184
b1907	6.1
b1907	7.3
b1908	4
b1909	2.2.5
b1909	7.1
b1910	2.2.5
b1910	7.1
b1911	2.2.5
b1911	7.1
b1912	1.6.1.2
b1912	6.1
b1912	7.3
b1913	1.2.2
b1913	2.1.4
b1913	2.1.5
b1913	5.6.1
b1913	7.1
b1914	2.2.2
b1914	3.1.2.2
b1914	3.1.2.4.3
b1914	5.5
b1914	7.1
b1916	2.2.2
b1916	3.1.2.2
b1916	3.3.1
b1916	5.1
b1916	7.1
b1917	4.3.A.1.a
b1917	4.S.12
b1917	7.1
b1918	4.3.A.1.m
b1918	6.1
b1918	7.3
b1919	1.1.3
b1919	1.8.2
b1920	1.5.1.12
b1920	4.3.A.1.p
b1920	4.S.39
b1920	7.2
b1921	3.1.4
b1922	2.2.2
b1922	3.1.2.1
b1922	3.3.3
b1922	5.3
b1922	6.4
b1922	7.1
b1923	1.6.12
b1923	5.3
b1923	6.4
b1924	1.6.12
b1924	5.3
b1924	6.4
b1925	1.6.12
b1925	5.3
b1925	6.4
b1926	1.6.12
b1926	2.3.4
b1926	5.3
b1926	6.4
b1927	1.2.4.1
b1927	7.1
b1929	4.9.B
b1929	6.1
b1932	1.7.1
b1937	1.6.12
b1937	5.3
b1937	6.4
b1938	1.6.12
b1938	5.3
b1938	6.4
b1938	7.3
b1939	1.6.12
b1939	5.3
b1939	6.4
b1940	1.6.12
b1940	5.3
b1940	6.4
b1941	1.3.8
b1941	6.4
b1942	1.6.12
b1942	5.3
b1942	6.4
b1943	1.6.12
b1943	5.3
b1943	6.4
b1944	1.6.12
b1944	5.3
b1944	6.4
b1945	1.6.12
b1945	5.3
b1945	6.4
b1946	1.6.12
b1946	5.3
b1946	6.4
b1947	1.6.12
b1947	5.3
b1947	6.4
b1948	1.6.12
b1948	5.3
b1948	6.1
b1948	6.4
b1949	1.6.11
b1949	1.6.12
b1949	6.1
b1949	6.4
b1950	4.9.B
b1950	6.1
b1950	6.4
b1951	1.6.2
b1951	1.6.5
b1951	2.2.2
b1951	3.1.2.2
b1951	3.3.1
b1951	6.3
b1951	7.1
b1952	3.1.3.6
b1952	7.1
b1954	2.2.7
b1954	3.1.3.6
b1954	5.5.4
b1954	6.3
b1954	7.1
b1958	6.1
b1959	6.1
b1960	1.2.2
b1960	2.1.4
b1960	2.1.5
b1961	2.1.2
b1961	3.1.1.2
b1961	7.1
b1964	6.1
b1964	7.4
b1965	6.1
b1965	7.4
b1966	6.1
b1966	7.4
b1968	2.3.3
b1968	3.1.2.4.3
b1968	3.1.3.2
b1969	2.2.2
b1969	3.1.2.2
b1972	6.1
b1974	1.6.15.1
b1974	6.1
b1975	2.2.5
b1975	7.1
b1977	2.2.5
b1977	7.1
b1978	3.1.2
b1979	4
b1980	4
b1981	1.5.1.20
b1981	4.2.A.1
b1981	4.S.168
b1981	6.1
b1981	7.3
b1982	1.7.33.1
b1982	7.2
b1984	2.2.5
b1984	7.1
b1985	4.2.A.66
b1985	6.1
b1985	7.3
b1986	2.2.5
b1986	7.1
b1987	1.5.1.12
b1987	1.8.2
b1987	2.2.2
b1987	3.1.2.2
b1987	3.1.2.3
b1987	3.3.2
b1987	7.1
b1988	1.8.3
b1988	2.2.2
b1988	3.1.2.2
b1988	3.1.2.3
b1988	3.3.1
b1988	7.1
b1989	2.2.5
b1989	7.1
b1991	1.5.3.13
b1992	1.5.3.13
b1992	6.1
b1993	1.5.3.13
b1994	8.3
b1995	8.1
b1996	8.1
b1996	8.3
b1997	8.1
b1997	8.3
b1998	7.4
b1998	8.1
b1999	8.1
b2000	7.4
b2000	8.1
b2001	6.1
b2001	8.1
b2002	8.1
b2003	8.1
b2004	8.1
b2005	8.1
b2006	8.1
b2008	6.1
b2009	2.1.1
b2009	2.1.4
b2009	5.8
b2009	7.1
b2010	6.2
b2011	1.2.2
b2011	2.1.4
b2011	2.1.5
b2011	7.1
b2013	4.9.B
b2013	6.1
b2014	4.2.A.3
b2014	4.S.12
b2014	6.1
b2014	7.3
b2015	2.2.2
b2015	3.1.2.2
b2015	3.1.2.3
b2016	1.1.1
b2018	1.5.1.16
b2019	1.5.1.16
b2019	7.1
b2020	1.5.1.16
b2021	1.5.1.16
b2022_1	1.5.1.16
b2022_2	1.5.1.16
b2023	1.5.1.16
b2024	1.5.1.16
b2024	7.1
b2025	1.5.1.16
b2025	7.1
b2026_1	1.5.1.16
b2026_1	7.1
b2026_2	1.5.1.16
b2026_2	7.1
b2027	1.6.3.1
b2027	3.1.3.2
b2027	6.3
b2028	1.6.2
b2028	5.5.5
b2028	6.3
b2028	6.7
b2029	1.3.2
b2029	1.7.3
b2030	8.3
b2033	1.6.3
b2035	1.6.3.1
b2035	6.1
b2035	6.3
b2036	1.6.3.1
b2036	6.1
b2036	6.2
b2036	6.3
b2037	1.6.3.1
b2037	4.9.A.1
b2037	4.S.105
b2037	6.1
b2037	6.3
b2037	7.3
b2038	1.6.3.1
b2038	1.7.10
b2038	6.1
b2038	6.3
b2038	7.1
b2039	1.6.3.1
b2039	1.7.10
b2039	6.1
b2039	6.3
b2039	7.1
b2040	1.6.3.1
b2040	1.7.10
b2040	6.1
b2040	6.3
b2040	7.1
b2041	1.6.3.1
b2041	1.7.10
b2041	6.1
b2041	6.3
b2041	7.1
b2042	1.7.10
b2042	7.1
b2043	1.6.2
b2044	1.6.2
b2045	1.6.2
b2046	1.6.2
b2046	4.9.A.1
b2046	6.1
b2047	1.6.2
b2047	6.1
b2048	1.6.17
b2048	1.6.2
b2048	1.7.10
b2048	5.5.5
b2048	6.3
b2048	6.7
b2049	1.6.17
b2049	1.6.2
b2049	1.7.10
b2049	5.5.5
b2049	6.3
b2049	6.7
b2050	1.6.2
b2051	1.6.17
b2051	1.6.2
b2051	1.7.10
b2052	1.6.2
b2052	5.5.5
b2052	6.3
b2052	6.7
b2052	7.1
b2053	1.6.2
